,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
492130,1986552,192781,Cash loans,42231.015,900000.0,1004544.0,,900000.0,TUESDAY,14,Y,1,,,,Other,Refused,-364,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),100,XNA,48.0,middle,Cash Street: middle,,,,,,
709219,2339075,192781,Revolving loans,38250.0,0.0,765000.0,,,TUESDAY,14,N,1,,,,XAP,Refused,-364,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),100,XNA,0.0,XNA,Card X-Sell,,,,,,
780294,1773977,192781,Cash loans,33249.735,900000.0,1030680.0,,900000.0,TUESDAY,14,Y,1,,,,XNA,Refused,-364,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),100,XNA,60.0,low_normal,Cash Street: low,,,,,,
1562353,1066140,192781,Revolving loans,,0.0,0.0,,,TUESDAY,14,Y,1,,,,XAP,Canceled,-363,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),100,XNA,,XNA,Card Street,,,,,,
3712,2308826,192781,Revolving loans,38250.0,0.0,765000.0,,,THURSDAY,15,N,0,,,,XAP,Refused,-355,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),100,XNA,0.0,XNA,Card X-Sell,,,,,,
858432,2795768,192781,Revolving loans,38250.0,0.0,765000.0,,,THURSDAY,15,N,0,,,,XAP,Refused,-355,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),100,XNA,0.0,XNA,Card X-Sell,,,,,,
1629782,1902760,192781,Revolving loans,38250.0,0.0,765000.0,,,THURSDAY,15,Y,1,,,,XAP,Refused,-355,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),100,XNA,0.0,XNA,Card X-Sell,,,,,,
692041,1749549,192781,Revolving loans,,0.0,0.0,,,THURSDAY,15,Y,1,,,,XAP,Canceled,-354,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),100,XNA,,XNA,Card Street,,,,,,
787237,1060160,192781,Revolving loans,,0.0,0.0,,,THURSDAY,15,Y,1,,,,XAP,Canceled,-354,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),100,XNA,,XNA,Card Street,,,,,,
1097928,2792762,192781,Revolving loans,,0.0,0.0,,,THURSDAY,15,Y,1,,,,XAP,Canceled,-354,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),100,XNA,,XNA,Card Street,,,,,,
629429,1511212,192781,Cash loans,36575.685,765000.0,870021.0,,765000.0,SUNDAY,10,Y,1,,,,Repairs,Refused,-331,XNA,HC,,Repeater,XNA,Cash,walk-in,Contact center,-1,XNA,48.0,middle,Cash Street: middle,,,,,,
685426,2571398,192781,Cash loans,25996.365,337500.0,384277.5,,337500.0,MONDAY,14,Y,1,,,,Other,Approved,-330,Cash through the bank,XAP,,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),100,XNA,36.0,high,Cash Street: high,365243.0,-300.0,750.0,-120.0,-114.0,1.0
786102,1553963,192781,Cash loans,,0.0,0.0,,,WEDNESDAY,10,Y,1,,,,XNA,Canceled,-265,XNA,XAP,,Repeater,XNA,XNA,XNA,Country-wide,20,Connectivity,,XNA,Cash,,,,,,
725893,1416968,218182,Cash loans,9842.4,90000.0,90000.0,0.0,90000.0,THURSDAY,11,Y,1,0.0,,,XNA,Approved,-2457,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12.0,high,Cash Street: high,365243.0,-2427.0,-2097.0,-2097.0,-2090.0,0.0
1385115,1151891,218182,Cash loans,16978.905,180000.0,197820.0,0.0,180000.0,WEDNESDAY,9,Y,1,0.0,,,Everyday expenses,Approved,-2100,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high,365243.0,-2070.0,-1560.0,-1890.0,-1887.0,1.0
1579221,2224630,218182,Cash loans,15950.97,247500.0,281803.5,0.0,247500.0,MONDAY,11,Y,1,0.0,,,XNA,Approved,-1627,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,middle,Cash X-Sell: middle,365243.0,-1596.0,-726.0,-1236.0,-1229.0,0.0
1326060,1281001,218182,Cash loans,14892.3,225000.0,254700.0,,225000.0,WEDNESDAY,9,Y,1,,,,XNA,Approved,-1282,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-1252.0,-562.0,-1013.0,-1005.0,1.0
904853,1450022,218182,Cash loans,36853.65,908296.2,1040182.2,,908296.2,SATURDAY,9,Y,1,,,,XNA,Approved,-1013,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,middle,Cash Street: middle,365243.0,-983.0,787.0,-863.0,-856.0,1.0
482,2319125,218182,Revolving loans,22500.0,337500.0,900000.0,,337500.0,TUESDAY,12,N,0,,,,XAP,Refused,-667,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
128414,1146460,218182,Revolving loans,22500.0,337500.0,675000.0,,337500.0,TUESDAY,12,N,0,,,,XAP,Refused,-667,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
263349,1527145,218182,Revolving loans,22500.0,337500.0,450000.0,,337500.0,TUESDAY,12,N,1,,,,XAP,Refused,-667,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
1355571,1050775,218182,Cash loans,47303.325,900000.0,991476.0,,900000.0,TUESDAY,12,Y,1,,,,XNA,Approved,-667,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,42.0,middle,Cash X-Sell: middle,365243.0,-637.0,593.0,365243.0,365243.0,1.0
81845,2686622,218182,Cash loans,,0.0,0.0,,,MONDAY,12,Y,1,,,,XNA,Canceled,-367,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
653039,1318376,218182,Cash loans,24317.01,463500.0,536917.5,,463500.0,MONDAY,12,Y,1,,,,XNA,Approved,-367,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,365243.0,-337.0,1073.0,365243.0,365243.0,1.0
169458,1387356,229941,Consumer loans,3452.58,63900.0,76554.0,0.0,63900.0,THURSDAY,13,Y,1,0.0,,,XAP,Approved,-1733,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,3000,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1701.0,-1011.0,-1011.0,-1002.0,0.0
3118,1069115,229941,Revolving loans,13500.0,0.0,450000.0,,,MONDAY,10,N,0,,,,XAP,Refused,-1512,XNA,LIMIT,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
786584,2366874,229941,Revolving loans,13500.0,0.0,270000.0,,,MONDAY,10,Y,1,,,,XAP,Approved,-1512,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
1001352,1542823,229941,Consumer loans,14804.955,112270.5,82737.0,33682.5,112270.5,FRIDAY,14,Y,1,0.3150958777992909,,,XAP,Approved,-1067,Cash through the bank,XAP,Unaccompanied,Repeater,Jewelry,POS,XNA,Stone,51,Industry,6.0,low_normal,POS industry with interest,365243.0,-1036.0,-886.0,-886.0,-882.0,0.0
963636,2683037,229941,Cash loans,62956.035,1800000.0,1971072.0,,1800000.0,SATURDAY,13,Y,1,,,,Buying a used car,Approved,-849,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,365243.0,-817.0,593.0,365243.0,365243.0,0.0
944210,1515893,229941,Consumer loans,4393.8,84510.0,94635.0,0.0,84510.0,FRIDAY,14,Y,1,0.0,,,XAP,Approved,-199,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,3000,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-169.0,521.0,365243.0,365243.0,1.0
504798,1079014,250370,Consumer loans,2459.655,20655.0,20227.5,2250.0,20655.0,FRIDAY,14,Y,1,0.109018109018109,,,XAP,Approved,-1613,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,23,Connectivity,12.0,high,POS mobile with interest,365243.0,-1578.0,-1248.0,-1248.0,-1240.0,0.0
945228,1179521,250370,Consumer loans,7559.235,123750.0,111375.0,12375.0,123750.0,SATURDAY,14,Y,1,0.1089090909090909,,,XAP,Approved,-1003,Cash through the bank,XAP,Unaccompanied,Repeater,Clothing and Accessories,POS,XNA,Regional / Local,145,Clothing,18.0,low_normal,POS industry with interest,365243.0,-972.0,-462.0,-732.0,-722.0,0.0
1228082,1336945,250370,Cash loans,7880.04,67500.0,71955.0,,67500.0,SATURDAY,13,Y,1,,,,XNA,Approved,-842,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),5,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-812.0,-482.0,-752.0,-743.0,1.0
371938,1184976,250370,Cash loans,14225.22,229500.0,311899.5,,229500.0,TUESDAY,14,Y,1,,,,XNA,Approved,-657,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-627.0,423.0,-177.0,-169.0,1.0
1365778,1788995,250370,Revolving loans,22500.0,765000.0,450000.0,,765000.0,TUESDAY,14,N,1,,,,XAP,Refused,-657,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
545,2285603,250370,Revolving loans,38250.0,765000.0,765000.0,,765000.0,MONDAY,14,N,1,,,,XAP,Refused,-448,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),5,XNA,0.0,XNA,Card X-Sell,,,,,,
299090,1695381,250370,Cash loans,7450.65,67500.0,67500.0,,67500.0,MONDAY,14,Y,1,,,,XNA,Refused,-448,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),5,XNA,12.0,high,Cash X-Sell: high,,,,,,
885529,1610124,250370,Cash loans,12179.205,90000.0,109156.5,,90000.0,TUESDAY,15,Y,1,,,,XNA,Refused,-440,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,,,,,,
1119821,2611918,250370,Revolving loans,38250.0,765000.0,765000.0,,765000.0,TUESDAY,15,Y,1,,,,XAP,Canceled,-440,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,,,,,,
1369831,1250248,250370,Cash loans,7942.41,67500.0,71955.0,,67500.0,TUESDAY,15,Y,1,,,,XNA,Refused,-440,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),5,XNA,12.0,high,Cash X-Sell: high,,,,,,
1155523,1349924,250370,Cash loans,27782.955,450000.0,533160.0,,450000.0,WEDNESDAY,13,Y,1,,,,XNA,Approved,-397,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,48.0,high,Cash X-Sell: high,365243.0,-367.0,1043.0,-157.0,-155.0,1.0
783904,1816637,268915,Consumer loans,4004.91,44955.0,43249.5,6750.0,44955.0,THURSDAY,13,Y,1,0.1470287430147028,,,XAP,Approved,-1910,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,-1,Consumer electronics,16.0,high,POS household with interest,365243.0,-1879.0,-1429.0,-1459.0,-1452.0,0.0
142302,2090569,268915,Cash loans,14736.15,157500.0,209340.0,,157500.0,THURSDAY,15,Y,1,,,,XNA,Approved,-825,XNA,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,high,Cash X-Sell: high,365243.0,-795.0,-105.0,-135.0,-129.0,1.0
798419,2201419,268915,Revolving loans,2250.0,0.0,270000.0,,,MONDAY,13,N,0,,,,XAP,Refused,-800,XNA,SCO,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
1402334,1638561,268915,Revolving loans,2250.0,0.0,45000.0,,,MONDAY,13,N,1,,,,XAP,Refused,-800,XNA,SCO,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
3667,1379936,268915,Revolving loans,2250.0,0.0,270000.0,,,WEDNESDAY,12,N,0,,,,XAP,Refused,-784,XNA,SCO,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
1379034,1637218,268915,Revolving loans,2250.0,0.0,45000.0,,,WEDNESDAY,12,Y,1,,,,XAP,Refused,-784,XNA,SCO,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
1576394,1560126,275073,Consumer loans,7249.455,58500.0,56992.5,5850.0,58500.0,SATURDAY,18,Y,1,0.1013833284509975,,,XAP,Approved,-1146,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,25,Connectivity,10.0,high,POS mobile with interest,365243.0,-1111.0,-841.0,-841.0,-837.0,0.0
306699,2358735,275073,Cash loans,,0.0,0.0,,,THURSDAY,10,Y,1,,,,XNA,Canceled,-287,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1416533,1985130,275073,Consumer loans,8730.315,84600.0,93532.5,0.0,84600.0,SUNDAY,13,Y,1,0.0,,,XAP,Approved,-151,Cash through the bank,XAP,Other_B,Repeater,Furniture,POS,XNA,Stone,545,Furniture,12.0,low_normal,POS industry with interest,365243.0,-121.0,209.0,365243.0,365243.0,1.0
3722,2514152,275073,Revolving loans,7875.0,225000.0,225000.0,,225000.0,THURSDAY,14,N,0,,,,XAP,Refused,-42,XNA,HC,Children,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),3,XNA,0.0,XNA,Card X-Sell,,,,,,
674419,2485408,275073,Revolving loans,7875.0,225000.0,157500.0,,225000.0,THURSDAY,14,Y,1,,,,XAP,Refused,-42,XNA,HC,Children,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),3,XNA,0.0,XNA,Card X-Sell,,,,,,
711142,1993015,275073,Cash loans,17694.045,90000.0,92970.0,,90000.0,WEDNESDAY,16,Y,1,,,,XNA,Approved,-42,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-12.0,138.0,-12.0,-4.0,1.0
197622,1397206,275073,Cash loans,20885.85,630000.0,754740.0,,630000.0,WEDNESDAY,15,Y,1,,,,Repairs,Refused,-29,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
1607709,1322401,275073,Cash loans,,0.0,0.0,,,WEDNESDAY,14,Y,1,,,,XNA,Canceled,-29,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1061356,2629274,289922,Consumer loans,6830.325,68310.0,61479.0,6831.0,68310.0,TUESDAY,9,Y,1,0.1089090909090909,,,XAP,Approved,-2545,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Country-wide,145,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2499.0,-2229.0,-2229.0,-1609.0,0.0
131567,1895535,289922,Consumer loans,3668.715,26064.0,18135.0,8784.0,26064.0,MONDAY,11,Y,1,0.3553837269383909,,,XAP,Approved,-1552,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,7,Connectivity,6.0,high,POS mobile with interest,365243.0,-1491.0,-1341.0,-1401.0,-1392.0,0.0
96698,1500710,289922,Consumer loans,,24975.0,24975.0,0.0,24975.0,THURSDAY,12,Y,1,0.0,,,XAP,Unused offer,-632,Cash through the bank,CLIENT,,Refreshed,Mobile,XNA,XNA,Country-wide,7,Connectivity,,XNA,POS mobile with interest,,,,,,
656291,1337041,289922,Consumer loans,,24975.0,24975.0,0.0,24975.0,THURSDAY,15,Y,1,0.0,,,XAP,Unused offer,-632,Cash through the bank,CLIENT,,Refreshed,Mobile,XNA,XNA,Country-wide,7,Connectivity,,XNA,POS mobile with interest,,,,,,
310502,1938099,289922,Cash loans,25518.78,360000.0,414976.5,,360000.0,WEDNESDAY,13,Y,1,,,,XNA,Approved,-423,Non-cash from your account,XAP,,Refreshed,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-393.0,297.0,-33.0,-27.0,1.0
788660,1257108,289922,Consumer loans,7021.575,63832.5,63832.5,0.0,63832.5,MONDAY,15,Y,1,0.0,,,XAP,Approved,-397,Cash through the bank,XAP,,Repeater,Clothing and Accessories,POS,XNA,Stone,9,Clothing,10.0,low_normal,POS industry with interest,365243.0,-364.0,-94.0,-94.0,-90.0,0.0
180456,2649429,289922,Cash loans,13089.6,247500.0,247500.0,,247500.0,TUESDAY,11,Y,1,,,,XNA,Refused,-130,Non-cash from your account,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,36.0,middle,Cash X-Sell: middle,,,,,,
1510066,2298361,289922,Revolving loans,12375.0,247500.0,247500.0,,247500.0,TUESDAY,11,N,1,,,,XAP,Refused,-130,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0.0,XNA,Card X-Sell,,,,,,
642416,2352626,289922,Cash loans,12618.36,238500.0,238500.0,,238500.0,FRIDAY,13,Y,1,,,,XNA,Refused,-127,Non-cash from your account,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,36.0,middle,Cash X-Sell: middle,,,,,,
1445923,2042469,289922,Revolving loans,12375.0,247500.0,247500.0,,247500.0,FRIDAY,13,N,1,,,,XAP,Refused,-127,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0.0,XNA,Card X-Sell,,,,,,
128558,1582960,289922,Cash loans,13089.6,247500.0,247500.0,,247500.0,MONDAY,13,Y,1,,,,XNA,Refused,-124,Non-cash from your account,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,36.0,middle,Cash X-Sell: middle,,,,,,
352125,2783143,289922,Revolving loans,12375.0,247500.0,247500.0,,247500.0,MONDAY,13,N,1,,,,XAP,Refused,-124,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0.0,XNA,Card X-Sell,,,,,,
570,1889112,289922,Revolving loans,12375.0,247500.0,247500.0,,247500.0,SATURDAY,8,N,1,,,,XAP,Refused,-119,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0.0,XNA,Card X-Sell,,,,,,
1473327,1577028,289922,Cash loans,8848.44,166500.0,166500.0,,166500.0,SATURDAY,8,Y,1,,,,XNA,Refused,-119,Non-cash from your account,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,36.0,middle,Cash X-Sell: middle,,,,,,
571,1451752,289922,Cash loans,8848.44,166500.0,166500.0,,166500.0,MONDAY,13,Y,1,,,,XNA,Refused,-117,Non-cash from your account,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,36.0,middle,Cash X-Sell: middle,,,,,,
765753,2484861,289922,Revolving loans,12375.0,247500.0,247500.0,,247500.0,MONDAY,14,Y,1,,,,XAP,Refused,-117,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0.0,XNA,Card X-Sell,,,,,,
503,2195939,340546,Revolving loans,9000.0,0.0,67500.0,,,SUNDAY,13,N,1,,,,XAP,Refused,-2725,XNA,HC,,Repeater,XNA,Cards,x-sell,Country-wide,71,Connectivity,0.0,XNA,Card Street,,,,,,
642458,2038024,340546,Revolving loans,9000.0,0.0,180000.0,,,MONDAY,13,Y,1,,,,XAP,Approved,-2584,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,71,Connectivity,0.0,XNA,Card X-Sell,-2516.0,-2459.0,365243.0,-1699.0,365243.0,0.0
1509968,1124251,340546,Consumer loans,2010.6,17010.0,17010.0,0.0,17010.0,SUNDAY,10,Y,1,0.0,,,XAP,Refused,-2424,Cash through the bank,LIMIT,Family,Repeater,Mobile,POS,XNA,Country-wide,71,Connectivity,12.0,high,POS mobile with interest,,,,,,
708979,1652882,340546,Cash loans,6024.06,45000.0,54580.5,,45000.0,WEDNESDAY,11,Y,1,,,,XNA,Approved,-1588,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,,,,,,
979722,1555115,340546,Consumer loans,4347.045,17055.0,20281.5,0.0,17055.0,MONDAY,15,Y,1,0.0,,,XAP,Refused,-1268,Cash through the bank,HC,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,40,Connectivity,6.0,high,POS mobile with interest,,,,,,
469183,1306049,340546,Consumer loans,3058.515,14845.5,15628.5,0.0,14845.5,THURSDAY,14,Y,1,0.0,,,XAP,Approved,-978,Cash through the bank,XAP,Unaccompanied,Repeater,Auto Accessories,POS,XNA,Country-wide,1500,Consumer electronics,6.0,high,POS household with interest,365243.0,-947.0,-797.0,-827.0,-821.0,0.0
802860,1934688,340546,Consumer loans,3883.455,15705.0,18679.5,0.0,15705.0,THURSDAY,10,Y,1,0.0,,,XAP,Refused,-950,Cash through the bank,SCO,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,40,Connectivity,6.0,high,POS mobile with interest,,,,,,
971457,1372690,379247,Consumer loans,6972.93,48640.5,38911.5,9729.0,48640.5,SATURDAY,13,Y,1,0.2178383333753856,,,XAP,Refused,-1523,XNA,SCO,Unaccompanied,New,Photo / Cinema Equipment,POS,XNA,Country-wide,3000,Consumer electronics,6.0,low_normal,POS household with interest,,,,,,
1100790,1804733,379247,Consumer loans,3731.625,48640.5,38911.5,9729.0,48640.5,SATURDAY,13,Y,1,0.2178383333753856,,,XAP,Refused,-1523,XNA,SCO,Unaccompanied,New,Photo / Cinema Equipment,POS,XNA,Country-wide,3000,Consumer electronics,12.0,low_normal,POS household with interest,,,,,,
1112140,2209106,379247,Consumer loans,4381.425,48640.5,38911.5,9729.0,48640.5,SATURDAY,13,Y,1,0.2178383333753856,,,XAP,Refused,-1523,XNA,SCO,Unaccompanied,New,Photo / Cinema Equipment,POS,XNA,Country-wide,3000,Consumer electronics,10.0,low_normal,POS household with interest,,,,,,
1382051,1691117,379247,Consumer loans,7284.24,48640.5,38911.5,9729.0,48640.5,SATURDAY,13,Y,1,0.2178383333753856,,,XAP,Approved,-1523,XNA,XAP,Unaccompanied,New,Photo / Cinema Equipment,POS,XNA,Country-wide,3000,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1492.0,-1342.0,-1342.0,-1339.0,0.0
429875,2008806,379247,Consumer loans,1276.335,28300.5,28300.5,0.0,28300.5,SATURDAY,17,Y,1,0.0,,,XAP,Refused,-1453,XNA,LIMIT,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,3000,Consumer electronics,24.0,low_action,POS household without interest,,,,,,
1335,2187571,379247,Revolving loans,4500.0,0.0,135000.0,,,SATURDAY,17,N,0,,,,XAP,Refused,-1292,XNA,LIMIT,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,,,,,,
602294,1247895,379247,Revolving loans,4500.0,0.0,90000.0,,,SATURDAY,17,N,1,,,,XAP,Refused,-1292,XNA,LIMIT,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,,,,,,
772690,1929456,379247,Revolving loans,4500.0,0.0,90000.0,,,THURSDAY,18,Y,1,,,,XAP,Approved,-1168,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,-903.0,-867.0,365243.0,365243.0,365243.0,0.0
568760,1823831,379247,Cash loans,26360.1,585000.0,585000.0,,585000.0,FRIDAY,10,Y,1,,,,XNA,Refused,-999,XNA,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),7,XNA,30.0,low_normal,Cash Street: low,,,,,,
991056,2182682,379247,Cash loans,19334.25,585000.0,585000.0,,585000.0,FRIDAY,10,Y,1,,,,XNA,Refused,-999,XNA,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),7,XNA,48.0,low_normal,Cash Street: low,,,,,,
22310,1030946,379247,Cash loans,4618.125,112500.0,112500.0,,112500.0,TUESDAY,19,Y,1,,,,XNA,Approved,-890,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,30.0,low_action,Cash Street: low,365243.0,-860.0,10.0,-140.0,-136.0,0.0
1516016,1115776,379247,Consumer loans,12034.035,131404.5,131404.5,0.0,131404.5,SATURDAY,17,Y,1,0.0,,,XAP,Refused,-809,Cash through the bank,LIMIT,Family,Repeater,Clothing and Accessories,POS,XNA,Stone,145,Clothing,12.0,low_action,POS industry without interest,,,,,,
1025848,2360417,388401,Consumer loans,3682.35,44955.0,29623.5,18000.0,44955.0,FRIDAY,17,Y,1,0.4116378754950049,,,XAP,Approved,-1643,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,50,Connectivity,12.0,high,POS mobile with interest,365243.0,-1612.0,-1282.0,-1282.0,-1270.0,0.0
1615868,2263356,388401,Consumer loans,13203.675,61947.0,49554.0,12393.0,61947.0,SATURDAY,11,Y,1,0.2178814734589833,,,XAP,Approved,-1215,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,50,Connectivity,4.0,middle,POS mobile without interest,365243.0,-1183.0,-1093.0,-1093.0,-1081.0,0.0
