,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
761672,1528492,154310,Revolving loans,2250.0,0.0,270000.0,,,WEDNESDAY,11,N,0,,,,XAP,Refused,-1189,XNA,HC,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
445198,1524367,154310,Cash loans,,0.0,0.0,,,MONDAY,14,Y,1,,,,XNA,Canceled,-162,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
968646,2594143,154332,Consumer loans,3596.805,18675.0,17640.0,1867.5,18675.0,FRIDAY,7,Y,1,0.1042612981021285,,,XAP,Approved,-2225,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Stone,9,Connectivity,6.0,high,POS mobile with interest,365243.0,-2114.0,-1964.0,-2024.0,-2020.0,0.0
968849,2062801,154332,Consumer loans,11655.27,118215.0,141619.5,0.0,118215.0,TUESDAY,7,Y,1,0.0,,,XAP,Approved,-1500,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Stone,21,Consumer electronics,24.0,high,POS household with interest,365243.0,-1468.0,-778.0,-778.0,-774.0,0.0
252521,2443117,154406,Revolving loans,6750.0,0.0,67500.0,,,WEDNESDAY,12,N,1,,,,XAP,Refused,-2780,XNA,HC,,Repeater,XNA,Cards,x-sell,Country-wide,30,Connectivity,0.0,XNA,Card Street,,,,,,
1446895,2182580,154406,Revolving loans,6750.0,0.0,112500.0,,,FRIDAY,13,N,1,,,,XAP,Refused,-2785,XNA,HC,,Repeater,XNA,Cards,x-sell,Country-wide,30,Connectivity,0.0,XNA,Card Street,,,,,,
1640214,2224511,154421,Consumer loans,10614.42,106155.0,95539.5,10615.5,106155.0,TUESDAY,13,Y,1,0.1089090909090909,,,XAP,Approved,-2846,Cash through the bank,XAP,Family,Repeater,Furniture,POS,XNA,Stone,4900,Furniture,10.0,low_normal,POS industry without interest,365243.0,-2815.0,-2545.0,-2545.0,-2540.0,0.0
1143234,1120397,154421,Revolving loans,2250.0,0.0,90000.0,,,TUESDAY,13,N,1,,,,XAP,Refused,-2846,XNA,SYSTEM,,Repeater,XNA,Cards,x-sell,Country-wide,2000,Consumer electronics,0.0,XNA,Card Street,,,,,,
715889,1499826,154431,Consumer loans,8185.455,44910.0,40144.5,6660.0,44910.0,FRIDAY,10,Y,1,0.1549711129174641,,,XAP,Approved,-1279,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,45,Connectivity,6.0,high,POS mobile with interest,365243.0,-1235.0,-1085.0,-1085.0,-941.0,0.0
524716,2266213,154431,Revolving loans,9000.0,0.0,90000.0,,,TUESDAY,8,Y,1,,,,XAP,Approved,-2416,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,58,Connectivity,0.0,XNA,Card X-Sell,-2414.0,-2380.0,365243.0,365243.0,365243.0,0.0
366445,2110266,154738,Cash loans,,0.0,0.0,,,TUESDAY,13,Y,1,,,,XNA,Canceled,-420,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
730255,2252308,154738,Revolving loans,7875.0,0.0,180000.0,,,THURSDAY,14,N,0,,,,XAP,Refused,-2623,XNA,XNA,,Repeater,XNA,Cards,x-sell,Country-wide,37,Connectivity,0.0,XNA,Card Street,,,,,,
997620,1150438,154743,Revolving loans,4500.0,202500.0,90000.0,,202500.0,THURSDAY,12,Y,1,,,,XAP,Approved,-299,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
812202,1479911,154743,Cash loans,,0.0,0.0,,,THURSDAY,12,Y,1,,,,XNA,Canceled,-173,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
151724,1185224,154750,Consumer loans,5149.71,42930.0,49729.5,0.0,42930.0,TUESDAY,12,Y,1,0.0,,,XAP,Approved,-93,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,39,Connectivity,12.0,middle,POS mobile with interest,365243.0,-63.0,267.0,365243.0,365243.0,1.0
1368366,2106545,154750,Revolving loans,22500.0,0.0,450000.0,,,SATURDAY,12,Y,1,,,,XAP,Approved,-712,XNA,XAP,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),5,XNA,0.0,XNA,Card X-Sell,-698.0,-649.0,365243.0,-437.0,365243.0,0.0
727762,2488457,154797,Revolving loans,18000.0,0.0,360000.0,,,WEDNESDAY,12,Y,1,,,,XAP,Refused,-932,XNA,HC,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
672111,1361212,154797,Consumer loans,9349.65,94455.0,94824.0,9450.0,94455.0,WEDNESDAY,13,Y,1,0.0987006261475448,,,XAP,Approved,-1534,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,65,Connectivity,14.0,high,POS mobile with interest,365243.0,-1494.0,-1104.0,-1104.0,-1095.0,0.0
1478268,1705995,154802,Cash loans,14352.345,135000.0,171409.5,,135000.0,TUESDAY,16,Y,1,,,,XNA,Refused,-1232,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,high,Cash X-Sell: high,,,,,,
1111061,2039616,154802,Revolving loans,5625.0,0.0,112500.0,,,WEDNESDAY,19,N,1,,,,XAP,Refused,-1224,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
1001580,1784984,154806,Consumer loans,3076.56,56385.0,68292.0,0.0,56385.0,WEDNESDAY,9,Y,1,0.0,,,XAP,Approved,-573,Cash through the bank,XAP,,Repeater,Audio/Video,POS,XNA,Country-wide,2390,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-542.0,148.0,-452.0,-450.0,0.0
252497,1906257,154806,Consumer loans,13071.69,109998.0,123867.0,11002.5,109998.0,SATURDAY,9,Y,1,0.0888467943254236,,,XAP,Approved,-724,Cash through the bank,XAP,,New,Audio/Video,POS,XNA,Country-wide,2390,Consumer electronics,12.0,middle,POS household with interest,365243.0,-693.0,-363.0,-453.0,-450.0,0.0
913357,1268318,154817,Cash loans,20849.715,265500.0,265500.0,,265500.0,MONDAY,8,Y,1,,,,XNA,Approved,-348,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-318.0,192.0,-288.0,-286.0,0.0
1105390,2125768,154817,Cash loans,,0.0,0.0,,,THURSDAY,13,Y,1,,,,XNA,Canceled,-177,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
332944,2408419,154818,Cash loans,7320.24,67500.0,71955.0,,67500.0,SATURDAY,12,Y,1,,,,XNA,Approved,-1427,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-1397.0,-1067.0,-1247.0,-1244.0,1.0
793519,1023299,154818,Cash loans,38103.165,1134000.0,1298655.0,,1134000.0,TUESDAY,15,Y,1,,,,XNA,Refused,-367,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
904985,1584451,154826,Revolving loans,21375.0,427500.0,427500.0,,427500.0,MONDAY,11,Y,1,,,,XAP,Approved,-183,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
355234,1343470,154826,Cash loans,26038.305,337500.0,360891.0,,337500.0,FRIDAY,10,Y,1,,,,XNA,Refused,-501,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),21,XNA,18.0,middle,Cash X-Sell: middle,,,,,,
845644,1778188,154937,Cash loans,45817.155,1350000.0,1506816.0,,1350000.0,FRIDAY,14,Y,1,,,,Repairs,Refused,-686,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,low_action,Cash Street: low,,,,,,
828108,1300339,154937,Cash loans,54520.2,1350000.0,1467612.0,,1350000.0,TUESDAY,17,Y,1,,,,Repairs,Refused,-682,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,low_action,Cash Street: low,,,,,,
345032,2362571,155066,Revolving loans,5625.0,0.0,112500.0,,,SATURDAY,11,Y,1,,,,XAP,Approved,-2064,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,29,Connectivity,0.0,XNA,Card X-Sell,-2039.0,-1994.0,365243.0,365243.0,365243.0,0.0
1053471,1249296,155066,Consumer loans,12726.63,245925.0,201690.0,73777.5,245925.0,TUESDAY,14,Y,1,0.2916874206411084,,,XAP,Refused,-388,Cash through the bank,LIMIT,,Repeater,Sport and Leisure,POS,XNA,Stone,76,Industry,24.0,middle,POS other with interest,,,,,,
602065,2680566,155072,Revolving loans,29250.0,0.0,585000.0,,,THURSDAY,18,N,1,,,,XAP,Refused,-529,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
902910,1627096,155072,Consumer loans,36309.6,1395000.0,1080000.0,315000.0,1395000.0,SUNDAY,11,Y,1,0.2459237536656891,,,XAP,Refused,-995,Cash through the bank,HC,,Refreshed,XNA,Cars,XNA,Car dealer,500,Industry,48.0,low_normal,POS industry with interest,,,,,,
142686,2726966,155080,Consumer loans,16480.755,144900.0,132498.0,22500.0,144900.0,TUESDAY,16,Y,1,0.1580958815890878,,,XAP,Approved,-1732,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Regional / Local,92,Consumer electronics,10.0,middle,POS household with interest,365243.0,-1701.0,-1431.0,-1431.0,-1426.0,0.0
884012,1318261,155080,Revolving loans,,0.0,0.0,,,SATURDAY,9,Y,1,,,,XAP,Canceled,-209,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
145274,2695365,155209,Cash loans,26446.14,679500.0,679500.0,,679500.0,TUESDAY,8,Y,1,,,,XNA,Refused,-419,Cash through the bank,LIMIT,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,,,,,,
116548,1632028,155209,Cash loans,52026.165,1129500.0,1227901.5,,1129500.0,TUESDAY,6,Y,1,,,,XNA,Refused,-496,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low,,,,,,
980449,2578602,155322,Cash loans,8923.59,112500.0,123637.5,,112500.0,FRIDAY,16,Y,1,,,,XNA,Approved,-293,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-263.0,247.0,-113.0,-109.0,1.0
522693,2268940,155322,Revolving loans,6750.0,135000.0,135000.0,,135000.0,FRIDAY,17,Y,1,,,,XAP,Refused,-272,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
196851,2281671,155395,Revolving loans,4500.0,90000.0,360000.0,,90000.0,SUNDAY,11,N,0,,,,XAP,Refused,-226,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
1220810,1271820,155395,Cash loans,7294.005,90000.0,107820.0,,90000.0,FRIDAY,16,Y,1,,,,Payments on other loans,Refused,-333,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high,,,,,,
1261251,1610067,155451,Revolving loans,7875.0,0.0,180000.0,,,WEDNESDAY,16,N,0,,,,XAP,Refused,-2679,XNA,XNA,,Repeater,XNA,Cards,x-sell,Country-wide,60,Consumer electronics,0.0,XNA,Card Street,,,,,,
845693,1779671,155451,Consumer loans,11035.08,56250.0,62451.0,0.0,56250.0,MONDAY,12,Y,1,0.0,,,XAP,Approved,-826,XNA,XAP,Family,Repeater,Construction Materials,POS,XNA,Stone,25,Construction,6.0,low_normal,POS industry with interest,365243.0,-795.0,-645.0,-645.0,-638.0,0.0
1110874,1178208,155498,Revolving loans,27000.0,540000.0,540000.0,,540000.0,WEDNESDAY,15,N,1,,,,XAP,Refused,-196,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
320382,1764080,155498,Revolving loans,,0.0,0.0,,,WEDNESDAY,14,Y,1,,,,XAP,Canceled,-196,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
711795,1776808,155522,Revolving loans,2250.0,45000.0,45000.0,,45000.0,SUNDAY,12,Y,1,,,,XAP,Refused,-212,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Stone,100,Consumer electronics,0.0,XNA,Card X-Sell,,,,,,
823090,2250018,155522,Revolving loans,2250.0,45000.0,45000.0,,45000.0,SUNDAY,12,Y,1,,,,XAP,Refused,-212,XNA,SCO,Unaccompanied,Repeater,XNA,Cards,walk-in,Stone,150,Consumer electronics,0.0,XNA,Card Street,,,,,,
227714,1506283,155647,Revolving loans,2250.0,45000.0,45000.0,,45000.0,WEDNESDAY,14,Y,1,,,,XAP,Refused,-259,XNA,SCOFR,Unaccompanied,Repeater,XNA,Cards,walk-in,Country-wide,129,Consumer electronics,0.0,XNA,Card Street,,,,,,
510152,2839570,155647,Cash loans,31043.43,315000.0,458883.0,,315000.0,FRIDAY,11,Y,1,,,,Other,Refused,-558,Cash through the bank,LIMIT,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high,,,,,,
339634,1419731,155789,Consumer loans,7875.63,40261.5,27643.5,13500.0,40261.5,MONDAY,10,Y,1,0.357352370914659,,,XAP,Approved,-2494,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,70,Connectivity,4.0,low_normal,POS mobile with interest,365243.0,-2460.0,-2370.0,-2370.0,-2362.0,1.0
1315739,2603512,155789,Cash loans,12178.215,90000.0,109156.5,0.0,90000.0,FRIDAY,10,Y,1,0.0,,,XNA,Approved,-1944,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-1914.0,-1584.0,-1584.0,-1578.0,1.0
1211516,2477482,155875,Consumer loans,8266.59,81666.0,76401.0,22500.0,81666.0,THURSDAY,10,Y,1,0.2477684295866115,,,XAP,Approved,-1554,Cash through the bank,XAP,"Spouse, partner",New,Mobile,POS,XNA,Country-wide,50,Connectivity,14.0,high,POS mobile with interest,365243.0,-1522.0,-1132.0,-1192.0,-1186.0,0.0
74291,1977225,155875,Revolving loans,,0.0,0.0,,,MONDAY,14,Y,1,,,,XAP,Canceled,-283,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),6,XNA,,XNA,Card Street,,,,,,
620370,1185095,155889,Revolving loans,16875.0,337500.0,337500.0,,337500.0,THURSDAY,10,Y,1,,,,XAP,Approved,-300,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-258.0,-210.0,365243.0,365243.0,365243.0,0.0
365789,1093733,155889,Cash loans,49874.625,1350000.0,1546020.0,,1350000.0,WEDNESDAY,5,Y,1,,,,XNA,Refused,-475,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
994150,1946655,155910,Revolving loans,6750.0,900000.0,135000.0,,900000.0,TUESDAY,18,Y,1,,,,XAP,Approved,-268,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),5,XNA,0.0,XNA,Card X-Sell,-267.0,-222.0,365243.0,365243.0,365243.0,0.0
1321503,2010642,155910,Consumer loans,11130.39,209700.0,246793.5,0.0,209700.0,SATURDAY,15,Y,1,0.0,,,XAP,Approved,-1776,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,2200,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1745.0,-1055.0,-1055.0,-1047.0,0.0
1474257,1599989,155925,Revolving loans,3375.0,0.0,67500.0,,,MONDAY,9,N,1,,,,XAP,Refused,-2580,XNA,XNA,,Repeater,XNA,Cards,x-sell,Country-wide,42,Connectivity,0.0,XNA,Card Street,,,,,,
1572592,1064345,155925,Consumer loans,6681.825,66825.0,60142.5,6682.5,66825.0,SATURDAY,10,Y,1,0.1089090909090909,,,XAP,Refused,-1357,Cash through the bank,HC,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Regional / Local,200,Consumer electronics,10.0,low_normal,POS household with interest,,,,,,
1202229,1649979,155988,Revolving loans,,0.0,0.0,,,FRIDAY,6,Y,1,,,,XAP,Canceled,-196,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1459013,2081275,155988,Revolving loans,,0.0,0.0,,,FRIDAY,6,Y,1,,,,XAP,Canceled,-196,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1166555,1346535,156042,Cash loans,21231.225,270000.0,313839.0,,270000.0,TUESDAY,15,Y,1,,,,Repairs,Approved,-555,XNA,XAP,,New,XNA,Cash,walk-in,Contact center,-1,XNA,36.0,high,Cash Street: high,365243.0,-525.0,525.0,-315.0,-312.0,0.0
1206241,1019213,156042,Cash loans,58982.4,720000.0,845383.5,,720000.0,WEDNESDAY,12,Y,1,,,,XNA,Refused,-309,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,high,Cash X-Sell: high,,,,,,
971188,1394404,156223,Cash loans,,0.0,0.0,,,THURSDAY,15,Y,1,,,,XNA,Canceled,-201,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
122808,2535108,156223,Revolving loans,6750.0,202500.0,135000.0,,202500.0,THURSDAY,15,Y,1,,,,XAP,Canceled,-199,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,,,,,,
1192506,1030062,156235,Consumer loans,11469.375,91665.0,99733.5,0.0,91665.0,TUESDAY,10,Y,1,0.0,,,XAP,Approved,-350,Cash through the bank,XAP,Family,Refreshed,Computers,POS,XNA,Stone,30,Consumer electronics,10.0,middle,POS household with interest,365243.0,-319.0,-49.0,-49.0,-44.0,0.0
828986,1444967,156235,Revolving loans,2250.0,45000.0,45000.0,,45000.0,TUESDAY,10,Y,1,,,,XAP,Approved,-350,XNA,XAP,Family,Refreshed,XNA,Cards,walk-in,Stone,30,Consumer electronics,0.0,XNA,Card Street,-325.0,-302.0,365243.0,365243.0,365243.0,0.0
78904,2498466,156367,Cash loans,,0.0,0.0,,,MONDAY,6,Y,1,,,,XNA,Canceled,-261,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
67432,1317753,156367,Cash loans,36292.5,1125000.0,1125000.0,,1125000.0,MONDAY,7,Y,1,,,,XNA,Refused,-261,Cash through the bank,HC,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
916612,1829341,156380,Revolving loans,9000.0,180000.0,180000.0,,180000.0,THURSDAY,15,N,1,,,,XAP,Refused,-145,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
227502,1281585,156380,Consumer loans,15702.12,189301.5,151888.5,37863.0,189301.5,SATURDAY,14,Y,1,0.2173171178668368,,,XAP,Approved,-864,Cash through the bank,XAP,Family,New,Furniture,POS,XNA,Stone,20,Clothing,12.0,middle,POS industry with interest,365243.0,-832.0,-502.0,-532.0,-527.0,0.0
782294,1307165,156463,Cash loans,86833.305,450000.0,473760.0,,450000.0,MONDAY,11,Y,1,,,,XNA,Approved,-295,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-265.0,-115.0,-115.0,-107.0,1.0
846751,1971349,156463,Revolving loans,5625.0,0.0,180000.0,,,FRIDAY,10,N,0,,,,XAP,Refused,-2678,XNA,XNA,,Repeater,XNA,Cards,x-sell,Regional / Local,152,Consumer electronics,0.0,XNA,Card Street,,,,,,
241691,1739005,156501,Consumer loans,5948.595,34335.0,28917.0,6867.0,34335.0,WEDNESDAY,15,Y,1,0.2089980793854032,,,XAP,Approved,-1010,Cash through the bank,XAP,Unaccompanied,Repeater,Construction Materials,POS,XNA,Stone,5,Construction,6.0,high,POS industry with interest,365243.0,-979.0,-829.0,-829.0,-824.0,0.0
812403,1990047,156501,Consumer loans,10580.445,105813.0,95233.5,10579.5,105813.0,WEDNESDAY,12,Y,1,0.1088905642286606,,,XAP,Refused,-1696,Cash through the bank,HC,,New,Tourism,POS,XNA,Stone,33,Industry,10.0,low_normal,POS industry with interest,,,,,,
706650,1570594,156560,Consumer loans,15823.935,158256.0,142429.5,15826.5,158256.0,SATURDAY,13,Y,1,0.108915284556208,,,XAP,Approved,-2795,Cash through the bank,XAP,,New,Other,POS,XNA,Stone,45,Construction,10.0,low_normal,POS industry without interest,365243.0,-2761.0,-2491.0,-2491.0,-2479.0,0.0
214910,2487861,156560,Revolving loans,7875.0,0.0,180000.0,,,WEDNESDAY,11,N,0,,,,XAP,Refused,-2588,XNA,XNA,,Repeater,XNA,Cards,x-sell,Country-wide,1399,Consumer electronics,0.0,XNA,Card Street,,,,,,
1258453,1881983,156669,Revolving loans,4500.0,360000.0,90000.0,,360000.0,TUESDAY,13,Y,1,,,,XAP,Approved,-260,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
78690,2161623,156669,Consumer loans,14346.63,131850.0,129109.5,13185.0,131850.0,SUNDAY,11,Y,1,0.1009150995742185,,,XAP,Approved,-934,Cash through the bank,XAP,Family,Repeater,Furniture,POS,XNA,Stone,516,Furniture,10.0,low_normal,POS industry with interest,365243.0,-903.0,-633.0,-663.0,-654.0,0.0
118266,2236781,156775,Revolving loans,11250.0,0.0,157500.0,,,MONDAY,15,N,0,,,,XAP,Refused,-2737,XNA,SYSTEM,,Repeater,XNA,Cards,x-sell,Country-wide,26,Connectivity,0.0,XNA,Card Street,,,,,,
1135129,2101993,156775,Consumer loans,6750.495,56461.5,61429.5,0.0,56461.5,SUNDAY,13,Y,1,0.0,,,XAP,Approved,-365,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,50,Connectivity,10.0,low_normal,POS mobile without interest,,,,,,
38414,1516664,156791,Cash loans,19503.18,90000.0,103797.0,,90000.0,SUNDAY,13,Y,1,,,,XNA,Approved,-677,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-647.0,-497.0,-557.0,-551.0,1.0
1539782,2714495,156791,Cash loans,28742.67,450000.0,491580.0,,450000.0,SATURDAY,10,Y,1,,,,XNA,Approved,-930,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-900.0,-210.0,-540.0,-537.0,1.0
832594,1166175,156816,Revolving loans,2250.0,0.0,45000.0,,,FRIDAY,18,Y,1,,,,XAP,Refused,-2453,XNA,SCO,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card Street,,,,,,
1487103,1873510,156816,Cash loans,7381.8,67500.0,67500.0,0.0,67500.0,TUESDAY,13,Y,1,0.0,,,XNA,Approved,-2337,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12.0,high,Cash Street: high,365243.0,-2307.0,-1977.0,-1977.0,-1975.0,0.0
300418,2048573,156822,Consumer loans,16266.375,151519.5,146412.0,15156.0,151519.5,SATURDAY,15,Y,1,0.1021629395559876,,,XAP,Approved,-1857,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,2160,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-1826.0,-1556.0,-1556.0,-1548.0,0.0
347372,2273183,156822,Cash loans,23618.16,324000.0,359923.5,0.0,324000.0,SUNDAY,16,Y,1,0.0,,,XNA,Approved,-2402,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle,365243.0,-2372.0,-1682.0,-1682.0,-1674.0,1.0
666879,1790071,156847,Revolving loans,16875.0,337500.0,337500.0,,337500.0,SATURDAY,13,N,1,,,,XAP,Refused,-118,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),6,XNA,0.0,XNA,Card X-Sell,,,,,,
1454209,1028716,156847,Consumer loans,47478.78,450000.0,427275.0,45000.0,450000.0,SUNDAY,15,Y,1,0.1037723591320542,,,XAP,Approved,-292,Cash through the bank,XAP,Unaccompanied,New,Clothing and Accessories,POS,XNA,Stone,26,Clothing,10.0,low_normal,POS industry with interest,365243.0,-261.0,9.0,365243.0,365243.0,0.0
1000922,1967038,156897,Revolving loans,14625.0,0.0,292500.0,,,MONDAY,11,N,1,,,,XAP,Refused,-1093,XNA,LIMIT,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),6,XNA,0.0,XNA,Card X-Sell,,,,,,
1000907,1112665,156897,Cash loans,33868.17,679500.0,749461.5,,679500.0,WEDNESDAY,17,Y,1,,,,XNA,Approved,-629,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-599.0,451.0,-209.0,-205.0,1.0
